"12","0","102","","005","入荷返品申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","502","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=ALRT202351","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"13","0","102","","005","入荷返品申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","502","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=ALRT202352","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"14","0","102","","005","入荷返品申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","502","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=ALRT202353","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"15","0","102","","005","入荷返品申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","502","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=ALRT202354","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"16","0","102","","005","入荷返品申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","502","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=ALRT202355","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"17","0","102","","005","入荷返品申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","502","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=ALRT202356","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"18","0","102","","005","入荷返品申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","502","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=ALRT202357","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"19","0","102","","005","入荷返品申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","502","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=ALRT202358","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"20","0","102","","005","入荷返品申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","502","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=ALRT202359","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"21","0","102","","005","入荷返品申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","502","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=ALRT202360","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"22","0","102","","007","在庫調整申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","702","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=SKAT202351","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"23","0","102","","007","在庫調整申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","702","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=SKAT202352","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"24","0","102","","007","在庫調整申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","702","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=SKAT202353","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"25","0","102","","007","在庫調整申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","702","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=SKAT202354","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"26","0","102","","007","在庫調整申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","702","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=SKAT202355","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"27","0","102","","007","在庫調整申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","702","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=SKAT202356","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"28","0","102","","007","在庫調整申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","702","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=SKAT202357","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"29","0","102","","007","在庫調整申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","702","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=SKAT202358","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"30","0","102","","007","在庫調整申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","702","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=SKAT202359","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
"31","0","102","","007","在庫調整申請","ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-31 22:47で開始.","0","2","0543956","真洲句 優祈音","0543956","2023-10-31 22:47:15","2023-11-01 22:47:15","702","上司承認","11637","ＤＸシステム開発Ｇ","1","2023-11-01 22:47:15","","","","0","0","0","","","","","","0220320,駄御井進;","1","0","@LastTruckID=SKAT202360","@0543956,真洲句 優祈音@","","2023-10","0","0","0","","",""
